Data,Cidade,Latitude,Longitude,Altitude,Temp_Max,Temp_Min,Prec_Acum,UR_Media,Pressao_Media,Nebulosidade_Media
2025-03-20_00:00:00,Bodoquena,-20.539,-56.715,132.0,"<xarray.DataArray 'T2' ()> Size: 4B
array(35.82688, dtype=float32)","<xarray.DataArray 'T2' ()> Size: 4B
array(21.287401, dtype=float32)",,"<xarray.DataArray ()> Size: 4B
array(48.940422, dtype=float32)","<xarray.DataArray ()> Size: 4B
array(994.8494, dtype=float32)","<xarray.DataArray 'CLDFRA' ()> Size: 4B
array(0.00707191, dtype=float32)"
