Data,Cidade,Latitude,Longitude,Altitude,Temp_Max,Temp_Min,Prec_Acum,UR_Media,Pressao_Media,Nebulosidade_Media
2025-03-20_00:00:00,Cassilândia,-19.113,-51.734,470.0,"<xarray.DataArray 'T2' ()> Size: 4B
array(33.265785, dtype=float32)","<xarray.DataArray 'T2' ()> Size: 4B
array(19.256535, dtype=float32)",,"<xarray.DataArray ()> Size: 4B
array(72.46116, dtype=float32)","<xarray.DataArray ()> Size: 4B
array(1006.5766, dtype=float32)","<xarray.DataArray 'CLDFRA' ()> Size: 4B
array(0.02293806, dtype=float32)"
