Data,Cidade,Latitude,Longitude,Altitude,Temp_Max,Temp_Min,Prec_Acum,UR_Media,Pressao_Media,Nebulosidade_Media
2025-03-20_00:00:00,Rochedo,-19.953,-54.893,260.0,"<xarray.DataArray 'T2' ()> Size: 4B
array(36.131874, dtype=float32)","<xarray.DataArray 'T2' ()> Size: 4B
array(19.400427, dtype=float32)",,"<xarray.DataArray ()> Size: 4B
array(51.51444, dtype=float32)","<xarray.DataArray ()> Size: 4B
array(1005.7098, dtype=float32)","<xarray.DataArray 'CLDFRA' ()> Size: 4B
array(0.00783454, dtype=float32)"
