Data,Cidade,Latitude,Longitude,Altitude,Temp_Max,Temp_Min,Prec_Acum,UR_Media,Pressao_Media,Nebulosidade_Media
2025-03-20_00:00:00,Jateí,-22.482,-54.303,396.0,"<xarray.DataArray 'T2' ()> Size: 4B
array(35.354218, dtype=float32)","<xarray.DataArray 'T2' ()> Size: 4B
array(17.582094, dtype=float32)",,"<xarray.DataArray ()> Size: 4B
array(45.895214, dtype=float32)","<xarray.DataArray ()> Size: 4B
array(1011.4631, dtype=float32)","<xarray.DataArray 'CLDFRA' ()> Size: 4B
array(0.02529192, dtype=float32)"
